 Sample   Time     Commanded Pos   Encoder 2 Pos   Control Effort
   722    2.557          6.2813       1230.2813          0.0611;
   723    2.561          5.3750       1238.2188          0.0525;
   724    2.564          4.4375       1246.0938          0.0433;
   725    2.568          3.5000       1253.8438          0.0342;
   726    2.571          2.5625       1261.5313          0.0250;
   727    2.575          1.6250       1269.0000          0.0159;
   728    2.578          0.6875       1276.5938          0.0067;
   729    2.582         -0.2500       1284.1875         -0.0024;
   730    2.585         -1.1875       1291.5625         -0.0116;
   731    2.589         -2.1250       1298.9375         -0.0208;
   732    2.593         -3.0625       1305.8750         -0.0299;
   733    2.596         -4.0000       1312.7500         -0.0391;
   734    2.600         -4.9375       1319.7188         -0.0482;
   735    2.603         -5.8750       1326.3750         -0.0574;
   736    2.607         -6.8125       1332.9375         -0.0665;
   737    2.610         -7.7500       1339.7813         -0.0757;
   738    2.614         -8.6563       1346.2813         -0.0849;
   739    2.617         -9.5938       1352.5000         -0.0940;
   740    2.621        -10.5000       1358.8438         -0.1026;
   741    2.624        -11.4375       1364.7813         -0.1117;
   742    2.628        -12.3438       1371.3750         -0.1209;
   743    2.631        -13.2500       1376.9375         -0.1294;
   744    2.635        -14.1563       1382.9063         -0.1386;
   745    2.639        -15.0625       1388.4688         -0.1471;
   746    2.642        -15.9688       1394.1875         -0.1563;
   747    2.646        -16.8750       1399.5938         -0.1648;
   748    2.649        -17.7500       1404.6563         -0.1734;
   749    2.653        -18.6250       1410.0313         -0.1819;
   750    2.656        -19.5000       1415.0313         -0.1905;
   751    2.660        -20.3750       1419.8438         -0.1990;
   752    2.663        -21.2500       1424.4688         -0.2076;
   753    2.667        -22.1250       1428.7500         -0.2161;
   754    2.670        -22.9688       1433.2500         -0.2247;
   755    2.674        -23.8125       1437.2188         -0.2326;
   756    2.678        -24.6563       1441.6250         -0.2411;
   757    2.681        -25.4688       1445.1563         -0.2491;
   758    2.685        -26.3125       1449.0938         -0.2570;
   759    2.688        -27.1250       1452.5313         -0.2650;
   760    2.692        -27.9063       1456.1250         -0.2729;
   761    2.695        -28.7188       1459.4688         -0.2808;
   762    2.699        -29.5000       1462.0938         -0.2882;
   763    2.702        -30.2813       1464.9375         -0.2961;
   764    2.706        -31.0625       1467.6563         -0.3034;
   765    2.709        -31.8125       1469.8750         -0.3107;
   766    2.713        -32.5625       1472.2813         -0.3181;
   767    2.716        -33.3125       1474.3125         -0.3254;
   768    2.720        -34.0313       1476.0938         -0.3327;
   769    2.724        -34.7500       1477.5000         -0.3394;
   770    2.727        -35.4375       1479.1563         -0.3462;
   771    2.731        -36.1563       1480.3750         -0.3535;
   772    2.734        -36.8125       1481.2188         -0.3596;
   773    2.738        -37.5000       1482.1563         -0.3663;
   774    2.741        -38.1563       1482.7813         -0.3730;
   775    2.745        -38.8125       1483.4688         -0.3791;
   776    2.748        -39.4375       1483.4688         -0.3852;
   777    2.752        -40.0625       1483.4688         -0.3913;
   778    2.755        -40.6563       1483.4688         -0.3974;
   779    2.759        -41.2500       1483.4688         -0.4029;
   780    2.763        -41.8125       1483.4688         -0.4084;
   781    2.766        -42.3750       1483.4688         -0.4139;
   782    2.770        -42.9375       1482.0000         -0.4194;
   783    2.773        -43.4688       1480.7500         -0.4249;
   784    2.777        -44.0000       1478.9688         -0.4298;
   785    2.780        -44.5000       1477.5000         -0.4347;
   786    2.784        -44.9688       1476.0625         -0.4396;
   787    2.787        -45.4375       1473.9375         -0.4438;
   788    2.791        -45.9063       1472.0000         -0.4487;
   789    2.794        -46.3438       1469.7188         -0.4530;
   790    2.798        -46.7500       1467.8438         -0.4567;
   791    2.801        -47.1563       1465.2188         -0.4609;
   792    2.805        -47.5625       1462.4063         -0.4646;
   793    2.809        -47.9375       1460.0000         -0.4683;
   794    2.812        -48.2813       1456.9063         -0.4719;
   795    2.816        -48.5938       1453.5625         -0.4750;
   796    2.819        -48.9063       1450.4688         -0.4780;
   797    2.823        -49.2188       1446.9375         -0.4811;
   798    2.826        -49.5000       1443.8750         -0.4835;
   799    2.830        -49.7500       1439.9688         -0.4860;
   800    2.833        -50.0000       1436.3750         -0.4884;
   801    2.837        -50.1875       1432.2500         -0.4902;
   802    2.840        -50.4063       1428.3750         -0.4927;
   803    2.844        -50.5625       1423.9375         -0.4939;
   804    2.848        -50.7188       1419.8125         -0.4957;
   805    2.851        -50.8750       1414.8125         -0.4969;
   806    2.855        -50.9688       1410.3125         -0.4982;
   807    2.858        -51.0625       1405.5000         -0.4988;
   808    2.862        -51.1250       1400.7500         -0.4994;
   809    2.865        -51.1875       1395.8438         -0.5000;
   810    2.869        -51.2188       1390.2188         -0.5006;
   811    2.872        -51.2188       1385.0625         -0.5006;
   812    2.876        -51.1875       1379.7500         -0.5000;
   813    2.879        -51.1563       1373.6563         -0.5000;
   814    2.883        -51.0938       1367.9375         -0.4994;
   815    2.886        -51.0000       1361.9375         -0.4982;
   816    2.890        -50.8750       1356.1250         -0.4969;
   817    2.894        -50.7500       1349.5000         -0.4957;
   818    2.897        -50.5938       1343.0625         -0.4945;
   819    2.901        -50.4375       1336.7500         -0.4927;
   820    2.904        -50.2188       1329.9063         -0.4908;
   821    2.908        -50.0000       1323.1563         -0.4884;
   822    2.911        -49.7813       1316.4063         -0.4866;
   823    2.915        -49.5313       1309.2188         -0.4841;
   824    2.918        -49.2500       1301.6250         -0.4811;
   825    2.922        -48.9375       1294.1875         -0.4780;
   826    2.925        -48.6250       1286.5000         -0.4750;
   827    2.929        -48.3125       1278.6875         -0.4719;
   828    2.933        -47.9375       1270.7500         -0.4683;
   829    2.936        -47.5938       1262.6250         -0.4652;
   830    2.940        -47.1875       1254.4375         -0.4609;
   831    2.943        -46.7813       1245.9688         -0.4573;
   832    2.947        -46.3750       1237.5000         -0.4530;
   833    2.950        -45.9375       1228.8750         -0.4487;
   834    2.954        -45.4688       1219.9063         -0.4444;
   835    2.957        -45.0000       1210.5000         -0.4396;
   836    2.961        -44.5000       1201.3438         -0.4347;
   837    2.964        -44.0000       1191.8750         -0.4298;
   838    2.968        -43.4688       1182.2500         -0.4249;
   839    2.971        -42.9375       1172.9375         -0.4194;
   840    2.975        -42.3750       1162.9375         -0.4139;
   841    2.979        -41.8125       1153.0625         -0.4084;
   842    2.982        -41.2500       1142.8125         -0.4029;
   843    2.986        -40.6563       1133.0625         -0.3974;
   844    2.989        -40.0313       1122.5313         -0.3913;
   845    2.993        -39.4063       1112.2188         -0.3852;
   846    2.996        -38.7813       1101.5625         -0.3791;
   847    3.000        -38.1250       1091.1563         -0.3724;
   848    3.003        -37.4688       1080.4688         -0.3663;
   849    3.007        -36.7813       1069.5625         -0.3596;
   850    3.010        -36.0938       1058.9375         -0.3529;
   851    3.014        -35.4063       1048.0625         -0.3462;
   852    3.018        -34.6875       1037.2188         -0.3388;
   853    3.021        -33.9688       1026.0000         -0.3321;
   854    3.025        -33.2188       1014.8125         -0.3248;
   855    3.028        -32.5000       1004.0938         -0.3175;
   856    3.032        -31.7500        992.6250         -0.3101;
   857    3.035        -30.9688        981.4063         -0.3028;
   858    3.039        -30.1875        969.8438         -0.2949;
   859    3.042        -29.4063        958.4063         -0.2875;
   860    3.046        -28.6250        947.1250         -0.2796;
   861    3.049        -27.8125        935.6250         -0.2717;
   862    3.053        -27.0000        924.3750         -0.2637;
   863    3.056        -26.1875        912.6563         -0.2558;
   864    3.060        -25.3438        901.2188         -0.2479;
   865    3.064        -24.5000        889.4688         -0.2393;
   866    3.067        -23.6563        877.6250         -0.2314;
   867    3.071        -22.8125        865.9063         -0.2228;
   868    3.074        -21.9688        853.9063         -0.2149;
   869    3.078        -21.0938        841.9688         -0.2063;
   870    3.081        -20.2188        829.7500         -0.1978;
   871    3.085        -19.3438        817.6250         -0.1893;
   872    3.088        -18.4688        805.5000         -0.1807;
   873    3.092        -17.5625        793.2813         -0.1716;
   874    3.095        -16.6563        781.2500         -0.1630;
   875    3.099        -15.7813        768.9688         -0.1545;
   876    3.103        -14.8750        757.0313         -0.1453;
   877    3.106        -13.9375        744.7188         -0.1361;
   878    3.110        -13.0313        732.8438         -0.1276;
   879    3.113        -12.1250        720.4375         -0.1184;
   880    3.117        -11.1875        708.6250         -0.1093;
   881    3.120        -10.2813        696.1875         -0.1007;
   882    3.124         -9.3438        684.3438         -0.0916;
   883    3.127         -8.4063        672.0000         -0.0824;
   884    3.131         -7.4688        660.2500         -0.0733;
   885    3.134         -6.5313        648.0000         -0.0641;
   886    3.138         -5.5938        636.3438         -0.0549;
   887    3.141         -4.6563        624.2813         -0.0458;
   888    3.145         -3.7188        612.8125         -0.0366;
   889    3.149         -2.7813        600.8438         -0.0275;
   890    3.152         -1.8438        589.3750         -0.0183;
   891    3.156         -0.8750        577.5000         -0.0085;
   892    3.159          0.0625        565.9063          0.0006;
   893    3.163          1.0000        554.4688          0.0098;
   894    3.166          1.9375        542.7188          0.0189;
   895    3.170          2.8750        531.3438          0.0281;
   896    3.173          3.8438        519.6250          0.0372;
   897    3.177          4.7813        508.1875          0.0464;
   898    3.180          5.7188        496.1875          0.0556;
   899    3.184          6.6563        484.7500          0.0647;
   900    3.188          7.5938        472.8125          0.0739;
   901    3.191          8.5313        461.3750          0.0830;
   902    3.195          9.4375        449.6250          0.0922;
   903    3.198         10.3750        438.2813          0.1013;
   904    3.202         11.3125        427.2188          0.1105;
   905    3.205         12.2188        416.0625          0.1190;
   906    3.209         13.1563        405.2188          0.1282;
   907    3.212         14.0625        393.9063          0.1374;
   908    3.216         14.9688        382.8125          0.1459;
   909    3.219         15.8750        372.3750          0.1551;
   910    3.223         16.7813        361.3125          0.1636;
   911    3.226         17.6563        350.3438          0.1722;
   912    3.230         18.5625        340.0938          0.1813;
   913    3.234         19.4375        329.2188          0.1899;
   914    3.237         20.3125        318.5000          0.1984;
   915    3.241         21.1875        308.7188          0.2070;
   916    3.244         22.0625        298.1563          0.2155;
   917    3.248         22.9063        288.1875          0.2234;
   918    3.251         23.7500        278.1563          0.2320;
   919    3.255         24.5938        268.8750          0.2399;
   920    3.258         25.4375        258.9688          0.2485;
   921    3.262         26.2813        249.5000          0.2564;
   922    3.265         27.0938        240.2500          0.2643;
   923    3.269         27.9063        230.8750          0.2723;
   924    3.273         28.6875        221.8750          0.2802;
   925    3.276         29.5000        213.2500          0.2882;
   926    3.280         30.2813        204.4688          0.2955;
   927    3.283         31.0625        195.7500          0.3034;
   928    3.287         31.8125        186.6563          0.3107;
   929    3.290         32.5625        178.0313          0.3181;
   930    3.294         33.3125        169.5000          0.3254;
   931    3.297         34.0313        161.3125          0.3321;
   932    3.301         34.7500        153.1250          0.3394;
   933    3.304         35.4688        145.1250          0.3462;
   934    3.308         36.1563        137.3125          0.3529;
   935    3.311         36.8438        129.5000          0.3596;
   936    3.315         37.5313        122.1563          0.3663;
   937    3.319         38.1875        114.9375          0.3730;
   938    3.322         38.8438        108.1250          0.3791;
   939    3.326         39.4688        101.0938          0.3852;
   940    3.329         40.0938         93.9063          0.3913;
   941    3.333         40.6875         87.2500          0.3974;
   942    3.336         41.2813         80.9375          0.4029;
   943    3.340         41.8750         74.5313          0.4090;
   944    3.343         42.4375         68.7813          0.4145;
   945    3.347         43.0000         62.3438          0.4200;
   946    3.350         43.5313         56.7188          0.4249;
   947    3.354         44.0313         51.1563          0.4298;
   948    3.358         44.5313         45.5313          0.4347;
   949    3.361         45.0313         40.4688          0.4396;
   950    3.365         45.5000         35.8125          0.4444;
   951    3.368         45.9688         30.5000          0.4487;
   952    3.372         46.4063         26.0313          0.4530;
   953    3.375         46.8125         21.5625          0.4573;
   954    3.379         47.2188         17.5000          0.4609;
   955    3.382         47.5938         13.5313          0.4646;
   956    3.386         47.9688          9.9375          0.4683;
   957    3.389         48.3125          6.4688          0.4719;
   958    3.393         48.6563          3.4688          0.4750;
   959    3.396         48.9688          0.4063          0.4780;
   960    3.400         49.2500         -2.5000          0.4811;
   961    3.404         49.5313         -4.7813          0.4835;
   962    3.407         49.7813         -7.0938          0.4860;
   963    3.411         50.0000         -9.3438          0.4884;
   964    3.414         50.2188        -10.7500          0.4902;
   965    3.418         50.4063        -12.1563          0.4921;
   966    3.421         50.5938        -13.7813          0.4939;
   967    3.425         50.7500        -14.7500          0.4957;
   968    3.428         50.8750        -15.5000          0.4969;
   969    3.432         50.9688        -16.3125          0.4976;
   970    3.435         51.0625        -16.5000          0.4988;
   971    3.439         51.1250        -16.5000          0.4994;
   972    3.443         51.1563        -16.5000          0.4994;
   973    3.446         51.1875        -16.5000          0.5000;
   974    3.450         51.1563        -16.5000          0.4994;
   975    3.453         51.1250        -16.5000          0.4994;
   976    3.457         51.0625        -15.0000          0.4988;
   977    3.460         51.0000        -13.3125          0.4982;
   978    3.464         50.9063        -12.0000          0.4969;
   979    3.467         50.7813        -10.2813          0.4957;
   980    3.471         50.6250         -8.1563          0.4945;
   981    3.474         50.4688         -5.7500          0.4927;
   982    3.478         50.2813         -3.5625          0.4908;
   983    3.481         50.0938         -0.8125          0.4890;
   984    3.485         49.8750          2.0938          0.4872;
   985    3.489         49.6250          4.7500          0.4847;
   986    3.492         49.3438          8.1563          0.4817;
   987    3.496         49.0625         11.6250          0.4792;
   988    3.499         48.7813         15.1250          0.4762;
   989    3.503         48.4375         19.1250          0.4731;
   990    3.506         48.0938         22.7188          0.4695;
   991    3.510         47.7500         27.0938          0.4664;
   992    3.513         47.3750         31.0313          0.4628;
   993    3.517         46.9688         35.4688          0.4585;
   994    3.520         46.5625         39.8438          0.4548;
   995    3.524         46.1250         44.4688          0.4505;
   996    3.528         45.6875         49.2500          0.4463;
   997    3.531         45.2188         54.1563          0.4414;
   998    3.535         44.7500         59.4688          0.4371;
   999    3.538         44.2500         64.5000          0.4322;
  1000    3.542         43.7188         69.7188          0.4267;
  1001    3.545         43.1875         75.4688          0.4219;
  1002    3.549         42.6563         80.7500          0.4164;
  1003    3.552         42.0938         86.2813          0.4109;
  1004    3.556         41.5313         92.1563          0.4054;
  1005    3.559         40.9375         98.1250          0.3999;
  1006    3.563         40.3438        103.8750          0.3938;
  1007    3.566         39.7188        109.7500          0.3877;
  1008    3.570         39.0938        116.0313          0.3816;
  1009    3.574         38.4375        122.3750          0.3755;
  1010    3.577         37.7813        128.4375          0.3687;
  1011    3.581         37.1250        134.8438          0.3626;
  1012    3.584         36.4375        140.9688          0.3559;
  1013    3.588         35.7500        147.8750          0.3492;
  1014    3.591         35.0313        154.6563          0.3419;
  1015    3.595         34.3125        160.9688          0.3352;
  1016    3.598         33.5938        167.7500          0.3278;
  1017    3.602         32.8438        174.5313          0.3205;
  1018    3.605         32.0938        181.0938          0.3132;
  1019    3.609         31.3438        188.3750          0.3059;
  1020    3.613         30.5625        195.5313          0.2985;
  1021    3.616         29.7813        202.7813          0.2906;
  1022    3.620         29.0000        209.7188          0.2833;
  1023    3.623         28.2188        216.7500          0.2753;
  1024    3.627         27.4063        224.0313          0.2674;
  1025    3.630         26.5938        231.3750          0.2595;
  1026    3.634         25.7500        238.5313          0.2515;
  1027    3.637         24.9375        245.6875          0.2436;
  1028    3.641         24.0938        252.8750          0.2350;
  1029    3.644         23.2188        260.4688          0.2265;
  1030    3.648         22.3750        267.8750          0.2186;
  1031    3.651         21.5000        275.4688          0.2100;
  1032    3.655         20.6250        282.8750          0.2015;
  1033    3.659         19.7500        290.0938          0.1929;
  1034    3.662         18.8750        297.2813          0.1844;
  1035    3.666         18.0000        304.6875          0.1758;
  1036    3.669         17.0938        312.1250          0.1667;
  1037    3.673         16.1875        319.4688          0.1581;
  1038    3.676         15.2813        326.8438          0.1490;
  1039    3.680         14.3750        333.9688          0.1404;
  1040    3.683         13.4688        341.0938          0.1313;
  1041    3.687         12.5625        348.5000          0.1227;
  1042    3.690         11.6250        355.9688          0.1136;
  1043    3.694         10.7188        363.4688          0.1044;
  1044    3.698          9.7813        370.5625          0.0952;
  1045    3.701          8.8438        377.5313          0.0861;
  1046    3.705          7.9063        384.5313          0.0769;
  1047    3.708          6.9688        391.6875          0.0678;
  1048    3.712          6.0313        398.7188          0.0586;
  1049    3.715          5.0938        405.5313          0.0495;
  1050    3.719          4.1563        412.4688          0.0403;
  1051    3.722          3.2188        419.5313          0.0311;
  1052    3.726          2.2500        426.3125          0.0220;
  1053    3.729          1.3125        432.8125          0.0128;
  1054    3.733          0.3750        439.4688          0.0037;
  1055    3.736         -0.5625        445.8438         -0.0055;
  1056    3.740         -1.5313        452.4375         -0.0153;
  1057    3.744         -2.4688        459.1250         -0.0244;
  1058    3.747         -3.4063        465.0000         -0.0336;
  1059    3.751         -4.3438        471.4063         -0.0427;
  1060    3.754         -5.2813        477.1563         -0.0519;
  1061    3.758         -6.2500        483.6250         -0.0611;
  1062    3.761         -7.1875        489.5938         -0.0702;
  1063    3.765         -8.1250        495.4688         -0.0794;
  1064    3.768         -9.0313        501.0000         -0.0885;
  1065    3.772         -9.9688        507.3125         -0.0977;
  1066    3.775        -10.9063        512.4688         -0.1068;
  1067    3.779        -11.8438        517.8125         -0.1160;
  1068    3.783        -12.7500        523.4688         -0.1245;
  1069    3.786        -13.6563        528.4063         -0.1337;
  1070    3.790        -14.5938        533.1250         -0.1429;
  1071    3.793        -15.5000        538.5625         -0.1514;
  1072    3.797        -16.4063        543.1563         -0.1606;
  1073    3.800        -17.2813        547.8125         -0.1691;
  1074    3.804        -18.1875        552.2188         -0.1777;
  1075    3.807        -19.0625        556.4688         -0.1862;
  1076    3.811        -19.9688        560.6563         -0.1954;
  1077    3.814        -20.8438        564.5625         -0.2039;
  1078    3.818        -21.6875        568.5313         -0.2118;
  1079    3.821        -22.5625        572.3125         -0.2204;
  1080    3.825        -23.4063        575.7813         -0.2289;
  1081    3.829        -24.2813        579.4688         -0.2375;
  1082    3.832        -25.1250        582.1875         -0.2454;
  1083    3.836        -25.9375        585.2188         -0.2534;
  1084    3.839        -26.7813        588.1250         -0.2619;
  1085    3.843        -27.5938        590.7500         -0.2698;
  1086    3.846        -28.3750        593.1250         -0.2772;
  1087    3.850        -29.1875        595.5313         -0.2851;
  1088    3.853        -29.9688        597.1875         -0.2930;
  1089    3.857        -30.7500        599.4375         -0.3004;
  1090    3.860        -31.5313        600.9063         -0.3083;
  1091    3.864        -32.2813        602.6250         -0.3156;
  1092    3.868        -33.0313        603.6875         -0.3230;
  1093    3.871        -33.7813        604.4688         -0.3303;
  1094    3.875        -34.5000        605.2813         -0.3370;
  1095    3.878        -35.2188        606.0000         -0.3443;
  1096    3.882        -35.9063        606.4688         -0.3510;
  1097    3.885        -36.6250        606.4688         -0.3578;
  1098    3.889        -37.2813        606.4688         -0.3645;
  1099    3.892        -37.9688        606.4688         -0.3712;
  1100    3.896        -38.6250        606.4688         -0.3773;
  1101    3.899        -39.2500        606.4688         -0.3834;
  1102    3.903        -39.8750        606.4688         -0.3895;
  1103    3.906        -40.5000        605.0000         -0.3956;
  1104    3.910        -41.0938        603.2500         -0.4017;
  1105    3.914        -41.6875        601.5000         -0.4072;
  1106    3.917        -42.2500        599.8125         -0.4127;
  1107    3.921        -42.8125        597.6250         -0.4182;
  1108    3.924        -43.3438        595.8438         -0.4237;
  1109    3.928        -43.8750        593.1250         -0.4286;
  1110    3.931        -44.3750        590.3125         -0.4335;
  1111    3.935        -44.8750        587.9375         -0.4383;
  1112    3.938        -45.3750        584.6250         -0.4432;
  1113    3.942        -45.8125        581.4375         -0.4475;
  1114    3.945        -46.2813        577.7188         -0.4524;
  1115    3.949        -46.6875        574.0313         -0.4560;
  1116    3.953        -47.1250        570.2188         -0.4603;
  1117    3.956        -47.5000        566.0625         -0.4640;
  1118    3.960        -47.8750        561.8125         -0.4676;
  1119    3.963        -48.2500        557.5000         -0.4713;
  1120    3.967        -48.5625        552.8125         -0.4744;
  1121    3.970        -48.9063        548.1563         -0.4780;
  1122    3.974        -49.1875        542.5313         -0.4805;
  1123    3.977        -49.4688        537.4375         -0.4835;
  1124    3.981        -49.7500        532.1875         -0.4860;
  1125    3.984        -49.9688        526.0313         -0.4884;
  1126    3.988        -50.1875        520.2500         -0.4902;
  1127    3.991        -50.4063        514.0313         -0.4927;
  1128    3.995        -50.5938        508.0625         -0.4945;
  1129    3.999        -50.7500        501.4063         -0.4957;
  1130    4.002        -50.8750        494.3750         -0.4969;
  1131    4.006        -51.0000        487.5938         -0.4982;
  1132    4.009        -51.0938        480.5625         -0.4994;
  1133    4.013        -51.1563        473.2188         -0.5000;
  1134    4.016        -51.2188        465.5625         -0.5006;
  1135    4.020        -51.2188        457.9688         -0.5006;
  1136    4.023        -51.1875        450.1563         -0.5000;
  1137    4.027        -51.1875        442.1875         -0.5000;
  1138    4.030        -51.1250        434.0313         -0.4994;
  1139    4.034        -51.0625        425.6875         -0.4988;
  1140    4.038        -50.9688        417.3438         -0.4982;
  1141    4.041        -50.8750        408.6875         -0.4969;
  1142    4.045        -50.7500        399.7500         -0.4957;
  1143    4.048        -50.5938        390.5000         -0.4945;
  1144    4.052        -50.4063        381.5000         -0.4927;
  1145    4.055        -50.2188        372.3750         -0.4908;
  1146    4.059        -50.0000        362.5000         -0.4884;
  1147    4.062        -49.7500        352.9375         -0.4860;
  1148    4.066        -49.5000        342.8125         -0.4835;
  1149    4.069        -49.2188        333.1875         -0.4811;
  1150    4.073        -48.9375        322.6563         -0.4780;
  1151    4.076        -48.6250        312.3125         -0.4750;
  1152    4.080        -48.2813        301.5938         -0.4719;
  1153    4.084        -47.9375        290.9375         -0.4683;
  1154    4.087        -47.5625        279.9375         -0.4646;
  1155    4.091        -47.1875        269.0000         -0.4609;
  1156    4.094        -46.7813        257.3438         -0.4573;
  1157    4.098        -46.3438        245.5625         -0.4530;
  1158    4.101        -45.9063        233.7813         -0.4487;
  1159    4.105        -45.4375        221.7500         -0.4438;
  1160    4.108        -44.9688        209.5625         -0.4396;
  1161    4.112        -44.4688        197.4688         -0.4347;
  1162    4.115        -43.9688        184.8125         -0.4298;
  1163    4.119        -43.4375        172.3438         -0.4243;
  1164    4.123        -42.9063        159.0000         -0.4194;
  1165    4.126        -42.3438        146.1250         -0.4139;
  1166    4.130        -41.7813        133.2188         -0.4084;
  1167    4.133        -41.2188        119.6875         -0.4029;
  1168    4.137        -40.5938        106.1875         -0.3968;
  1169    4.140        -40.0000         92.9063         -0.3907;
  1170    4.144        -39.3750         78.6563         -0.3846;
  1171    4.147        -38.7188         65.0625         -0.3785;
  1172    4.151        -38.0938         51.1250         -0.3724;
  1173    4.154        -37.4063         37.2500         -0.3657;
  1174    4.158        -36.7500         22.7813         -0.3590;
  1175    4.161        -36.0625          8.8125         -0.3523;
  1176    4.165        -35.3438         -5.5000         -0.3455;
  1177    4.169        -34.6250        -19.4063         -0.3382;
  1178    4.172        -33.9063        -34.2500         -0.3315;
  1179    4.176        -33.1875        -48.5625         -0.3242;
  1180    4.179        -32.4375        -62.8750         -0.3168;
  1181    4.183        -31.6563        -77.4688         -0.3095;
  1182    4.186        -30.9063        -91.6875         -0.3022;
  1183    4.190        -30.1250       -106.5313         -0.2943;
  1184    4.193        -29.3438       -121.5625         -0.2869;
  1185    4.197        -28.5313       -136.3438         -0.2790;
  1186    4.200        -27.7500       -151.4063         -0.2711;
  1187    4.204        -26.9063       -166.6875         -0.2631;
  1188    4.208        -26.0938       -182.1250         -0.2552;
  1189    4.211        -25.2500       -197.4375         -0.2466;
  1190    4.215        -24.4375       -212.5938         -0.2387;
  1191    4.218        -23.5938       -227.6250         -0.2308;
  1192    4.222        -22.7188       -242.8438         -0.2222;
  1193    4.225        -21.8750       -258.3125         -0.2137;
  1194    4.229        -21.0000       -273.3750         -0.2051;
  1195    4.232        -20.1250       -288.1250         -0.1966;
  1196    4.236        -19.2500       -303.0938         -0.1880;
  1197    4.239        -18.3438       -318.2188         -0.1795;
  1198    4.243        -17.4688       -333.0000         -0.1709;
  1199    4.246        -16.5625       -347.6250         -0.1618;
  1200    4.250        -15.6563       -362.6563         -0.1532;
  1201    4.254        -14.7500       -377.8125         -0.1441;
  1202    4.257        -13.8438       -392.5313         -0.1355;
  1203    4.261        -12.9063       -407.0625         -0.1264;
  1204    4.264        -12.0000       -421.7500         -0.1172;
  1205    4.268        -11.0625       -435.8125         -0.1081;
  1206    4.271        -10.1563       -450.5000         -0.0995;
  1207    4.275         -9.2188       -465.1250         -0.0904;
  1208    4.278         -8.2813       -479.2500         -0.0812;
  1209    4.282         -7.3438       -493.8125         -0.0720;
  1210    4.285         -6.4063       -507.8438         -0.0629;
  1211    4.289         -5.4688       -522.5000         -0.0537;
  1212    4.293         -4.5313       -537.0625         -0.0446;
  1213    4.296         -3.5938       -551.0625         -0.0354;
  1214    4.300         -2.6250       -565.3125         -0.0256;
  1215    4.303         -1.6875       -578.9688         -0.0165;
  1216    4.307         -0.7500       -593.3750         -0.0073;
  1217    4.310          0.2188       -606.7813          0.0018;
  1218    4.314          1.1563       -620.0625          0.0110;
  1219    4.317          2.0938       -634.0313          0.0201;
  1220    4.321          3.0313       -647.0938          0.0293;
  1221    4.324          4.0000       -660.0000          0.0391;
  1222    4.328          4.9375       -673.5313          0.0482;
  1223    4.331          5.8750       -686.4688          0.0574;
  1224    4.335          6.8125       -698.8438          0.0665;
  1225    4.339          7.7500       -711.6875          0.0757;
  1226    4.342          8.6875       -723.8125          0.0849;
  1227    4.346          9.6250       -736.5625          0.0940;
  1228    4.349         10.5313       -748.1563          0.1026;
  1229    4.353         11.4688       -760.5625          0.1117;
  1230    4.356         12.4063       -771.8438          0.1209;
  1231    4.360         13.3125       -783.7813          0.1300;
  1232    4.363         14.2188       -794.9375          0.1386;
  1233    4.367         15.1250       -806.5938          0.1477;
  1234    4.370         16.0313       -817.9688          0.1563;
  1235    4.374         16.9375       -828.9688          0.1654;
  1236    4.378         17.8438       -839.9375          0.1740;
  1237    4.381         18.7188       -850.5625          0.1825;
  1238    4.385         19.6250       -861.5000          0.1917;
  1239    4.388         20.5000       -871.7188          0.2002;
  1240    4.392         21.3750       -882.0313          0.2088;
  1241    4.395         22.2188       -891.5313          0.2167;
  1242    4.399         23.0938       -901.6250          0.2253;
  1243    4.402         23.9375       -911.0000          0.2338;
  1244    4.406         24.7813       -920.2813          0.2418;
  1245    4.409         25.6250       -929.5000          0.2503;
  1246    4.413         26.4375       -938.3750          0.2582;
  1247    4.416         27.2813       -946.6563          0.2662;
  1248    4.420         28.0938       -955.0313          0.2741;
  1249    4.424         28.8750       -963.2188          0.2821;
  1250    4.427         29.6875       -971.2188          0.2900;
  1251    4.431         30.4688       -979.0313          0.2973;
  1252    4.434         31.2188       -986.6563          0.3046;
  1253    4.438         32.0000       -994.3125          0.3126;
  1254    4.441         32.7500      -1001.3438          0.3199;
  1255    4.445         33.5000      -1007.8438          0.3272;
  1256    4.448         34.2188      -1014.5000          0.3339;
  1257    4.452         34.9375      -1020.5625          0.3413;
  1258    4.455         35.6563      -1026.5000          0.3480;
  1259    4.459         36.3438      -1032.3125          0.3547;
  1260    4.463         37.0313      -1037.9063          0.3614;
  1261    4.466         37.6875      -1042.7813          0.3681;
  1262    4.470         38.3438      -1047.8750          0.3742;
  1263    4.473         39.0000      -1052.1875          0.3810;
  1264    4.477         39.6250      -1057.0625          0.3871;
  1265    4.480         40.2500      -1060.9375          0.3932;
  1266    4.484         40.8438      -1064.8438          0.3987;
  1267    4.487         41.4375      -1067.8125          0.4048;
  1268    4.491         42.0313      -1071.2188          0.4103;
  1269    4.494         42.5938      -1074.3438          0.4158;
  1270    4.498         43.1250      -1076.5938          0.4212;
  1271    4.501         43.6563      -1078.8750          0.4261;
  1272    4.505         44.1875      -1081.0625          0.4316;
  1273    4.509         44.6875      -1082.5000          0.4365;
  1274    4.512         45.1563      -1083.5625          0.4408;
  1275    4.516         45.6250      -1084.8750          0.4457;
