 Sample   Time     Commanded Pos   Encoder 2 Pos   Control Effort
   581    2.058         16.2188        979.0313          0.1581;
   582    2.061         17.0938        969.6875          0.1667;
   583    2.065         17.9688        960.7188          0.1752;
   584    2.068         18.8125        951.7188          0.1838;
   585    2.072         19.6875        942.7813          0.1923;
   586    2.075         20.5313        934.1563          0.2002;
   587    2.079         21.3750        925.6563          0.2088;
   588    2.083         22.2188        917.5000          0.2167;
   589    2.086         23.0313        909.4063          0.2247;
   590    2.090         23.8750        901.3750          0.2332;
   591    2.093         24.6875        893.4688          0.2411;
   592    2.097         25.5000        885.5000          0.2491;
   593    2.100         26.2813        877.9063          0.2564;
   594    2.104         27.0938        870.4375          0.2643;
   595    2.107         27.8750        863.0313          0.2723;
   596    2.111         28.6563        855.9063          0.2796;
   597    2.114         29.4063        848.7500          0.2869;
   598    2.118         30.1875        841.5938          0.2949;
   599    2.121         30.9375        834.8438          0.3022;
   600    2.125         31.6875        828.3750          0.3095;
   601    2.129         32.4063        821.5000          0.3162;
   602    2.132         33.1250        815.1563          0.3236;
   603    2.136         33.8438        809.1563          0.3303;
   604    2.139         34.5625        803.2813          0.3376;
   605    2.143         35.2500        797.5000          0.3443;
   606    2.146         35.9063        791.8750          0.3504;
   607    2.150         36.5938        786.4688          0.3571;
   608    2.153         37.2500        781.3438          0.3639;
   609    2.157         37.9063        776.1250          0.3700;
   610    2.160         38.5313        771.2813          0.3761;
   611    2.164         39.1563        766.3125          0.3822;
   612    2.168         39.7500        761.8125          0.3883;
   613    2.171         40.3438        757.5000          0.3938;
   614    2.175         40.9375        753.4375          0.3999;
   615    2.178         41.5000        749.5000          0.4054;
   616    2.182         42.0625        745.5938          0.4109;
   617    2.185         42.6250        742.0000          0.4164;
   618    2.189         43.1250        738.7500          0.4212;
   619    2.192         43.6563        735.4688          0.4261;
   620    2.196         44.1563        732.8125          0.4310;
   621    2.199         44.6250        729.5938          0.4359;
   622    2.203         45.1250        726.9375          0.4408;
   623    2.206         45.5625        724.9063          0.4451;
   624    2.210         46.0000        722.4375          0.4493;
   625    2.214         46.4375        720.4688          0.4536;
   626    2.217         46.8438        718.5000          0.4573;
   627    2.221         47.2188        717.2813          0.4609;
   628    2.224         47.5938        716.0625          0.4646;
   629    2.228         47.9688        714.5313          0.4683;
   630    2.231         48.2813        713.5000          0.4713;
   631    2.235         48.6250        712.9375          0.4750;
   632    2.238         48.9375        712.5000          0.4780;
   633    2.242         49.2188        712.1250          0.4805;
   634    2.245         49.4688        711.6250          0.4829;
   635    2.249         49.7188        711.5000          0.4853;
   636    2.253         49.9688        711.5000          0.4878;
   637    2.256         50.1563        711.5000          0.4896;
   638    2.260         50.3750        711.5000          0.4921;
   639    2.263         50.5313        713.5000          0.4933;
   640    2.267         50.6875        714.9375          0.4951;
   641    2.270         50.8125        716.0938          0.4963;
   642    2.274         50.9375        717.6250          0.4976;
   643    2.277         51.0313        719.5625          0.4982;
   644    2.281         51.0938        721.6250          0.4988;
   645    2.284         51.1563        723.7500          0.4994;
   646    2.288         51.1875        725.9063          0.5000;
   647    2.291         51.1875        728.4688          0.5000;
   648    2.295         51.1875        731.4688          0.5000;
   649    2.299         51.1250        733.9063          0.4994;
   650    2.302         51.0938        736.9375          0.4988;
   651    2.306         51.0000        740.1250          0.4982;
   652    2.309         50.9063        743.4688          0.4969;
   653    2.313         50.7813        747.2188          0.4957;
   654    2.316         50.6250        750.3750          0.4945;
   655    2.320         50.4688        754.3438          0.4927;
   656    2.323         50.2813        757.9063          0.4908;
   657    2.327         50.0625        762.1563          0.4890;
   658    2.330         49.8438        766.0313          0.4866;
   659    2.334         49.5938        770.6563          0.4841;
   660    2.338         49.3125        774.8438          0.4817;
   661    2.341         49.0313        779.4688          0.4786;
   662    2.345         48.7188        784.0625          0.4756;
   663    2.348         48.4063        788.7188          0.4725;
   664    2.352         48.0625        794.0625          0.4695;
   665    2.355         47.7188        799.0625          0.4658;
   666    2.359         47.3438        804.2188          0.4621;
   667    2.362         46.9375        809.7500          0.4585;
   668    2.366         46.5313        815.1875          0.4542;
   669    2.369         46.0938        820.5625          0.4499;
   670    2.373         45.6563        826.7813          0.4457;
   671    2.376         45.1875        832.3750          0.4414;
   672    2.380         44.6875        838.3125          0.4365;
   673    2.384         44.2188        844.4688          0.4316;
   674    2.387         43.6875        851.1250          0.4267;
   675    2.391         43.1563        857.1563          0.4212;
   676    2.394         42.6250        863.6563          0.4164;
   677    2.398         42.0625        870.1563          0.4109;
   678    2.401         41.5000        876.7188          0.4054;
   679    2.405         40.9063        883.7188          0.3993;
   680    2.408         40.3125        890.8438          0.3938;
